Loyalty#,Cust_ID,Income,Order Year,Quarter,MonthsAsMember,LoyaltyStatus,Product Line,Quantity Sold,Unit Sale Price,Unit Cost,Revenue,Customer Lifetime Value,Loyalty Count
100876,80562,85296,2019,Q1,58,Elite,Kitchen Appliances,6,475,404,"2,850",5448.56,1
577841,80563,27649,2019,Q1,50,Elite,Kitchen Appliances,2,130,111,260,7341.79,1
209172,80564,0,2019,Q1,61,Elite,Kitchen Appliances,5,554,471,"2,770",5504.14,1
501148,80565,0,2019,Q1,39,Silver,Kitchen Appliances,2,326,277,652,14962.37,1
655255,80566,98677,2019,Q1,38,Elite,Kitchen Appliances,9,648,551,"5,832",8531.4,1
328330,80567,89451,2019,Q1,68,Gold,Kitchen Appliances,1,75,64,75,2530.71,1
259104,80568,19614,2019,Q1,63,Elite,Kitchen Appliances,2,686,583,"1,372",16301.97,1
370486,80569,51255,2019,Q1,32,Gold,Kitchen Appliances,2,229,195,458,34243.51,1
728021,80570,73054,2019,Q1,25,Silver,Kitchen Appliances,2,767,652,"1,534",12741.85,1
163646,80571,84824,2019,Q1,46,Silver,Kitchen Appliances,9,653,555,"5,877",15727.13,1
730065,80572,49480,2019,Q1,70,VIP,Kitchen Appliances,4,891,757,"3,564",5490.78,1
840659,80573,42780,2019,Q1,56,Gold,Kitchen Appliances,2,583,496,"1,166",31221.75,1
416518,80574,40964,2019,Q1,54,Gold,Kitchen Appliances,8,653,555,"5,224",5824.82,1
576524,80575,93272,2019,Q1,53,Gold,Kitchen Appliances,1,757,643,757,3861.49,1
700770,80576,70892,2019,Q1,35,Silver,Kitchen Appliances,5,326,277,"1,630",6089.77,1
764506,80577,0,2019,Q1,44,Gold,Kitchen Appliances,1,292,248,292,4014.92,1
127496,80578,25666,2019,Q1,68,Silver,Kitchen Appliances,2,399,339,798,7482.64,1
590280,80579,0,2019,Q1,58,Elite,Kitchen Appliances,2,323,275,646,20552.62,1
958791,80580,62638,2019,Q1,49,Gold,Kitchen Appliances,1,428,364,428,3964.53,1
911860,80581,0,2019,Q1,48,Elite,Kitchen Appliances,1,744,632,744,2821,1
652374,80582,56342,2019,Q1,33,Platinum,Kitchen Appliances,1,899,764,899,2674.73,1
569313,80583,33402,2019,Q1,66,Gold,Kitchen Appliances,4,89,76,356,8640.75,1
437440,80584,36645,2019,Q1,45,Platinum,Kitchen Appliances,7,560,476,"3,920",8717.85,1
877262,80585,60798,2019,Q1,43,Elite,Kitchen Appliances,1,448,381,448,2609.53,1
269605,80586,51643,2019,Q1,57,Silver,Kitchen Appliances,1,574,488,574,11009.13,1
399800,80587,39910,2019,Q1,63,Elite,Kitchen Appliances,5,368,313,"1,840",8935.03,1
289552,80588,59592,2019,Q1,63,Gold,Kitchen Appliances,1,584,496,584,3300.61,1
592279,80589,75313,2019,Q1,60,Gold,Kitchen Appliances,2,213,181,426,10700.5,1
980824,80590,37277,2019,Q1,65,Gold,Kitchen Appliances,9,420,357,"3,780",8613.46,1
762200,80591,49088,2019,Q1,64,Silver,Kitchen Appliances,2,586,498,"1,172",13107.93,1
271987,80592,13528,2019,Q1,51,Elite,Kitchen Appliances,3,333,283,999,6005.85,1
676510,80593,34337,2019,Q1,42,Silver,Kitchen Appliances,9,445,378,"4,005",9035.67,1
694058,80594,95697,2019,Q1,61,Elite,Kitchen Appliances,1,160,136,160,2471.53,1
668800,80595,37057,2019,Q1,46,Elite,Kitchen Appliances,6,212,180,"1,272",4719.76,1
552272,80596,0,2019,Q1,61,Elite,Kitchen Appliances,2,146,124,292,7292.4,1
293398,80597,26140,2019,Q1,46,Silver,Kitchen Appliances,2,355,302,710,13411.31,1
568731,80598,58488,2019,Q1,68,Gold,Kitchen Appliances,2,230,196,460,8474.63,1
246797,80599,0,2019,Q1,49,Gold,Kitchen Appliances,1,504,428,504,2611.84,1
669890,80600,12876,2019,Q1,43,Silver,Kitchen Appliances,3,155,132,465,7572.24,1
223484,80601,53907,2019,Q1,38,Platinum,Kitchen Appliances,9,692,588,"6,228",5666.87,1
731825,80602,93303,2019,Q1,64,Silver,Kitchen Appliances,5,737,626,"3,685",5157.64,1
696090,80603,97431,2019,Q1,31,Elite,Kitchen Appliances,3,170,145,510,5969.55,1
244976,80604,37995,2019,Q1,50,Elite,Kitchen Appliances,1,758,644,758,5597.12,1
292974,80605,0,2019,Q1,39,Elite,Kitchen Appliances,2,165,140,330,12489.21,1
576878,80606,21733,2019,Q1,49,Gold,Kitchen Appliances,2,351,298,702,8550.39,1
710409,80607,49721,2019,Q1,66,Gold,Kitchen Appliances,2,791,672,"1,582",21147.28,1
119284,80608,59630,2019,Q1,56,VIP,Kitchen Appliances,1,834,709,834,7329.78,1
353716,80609,45473,2019,Q1,61,Silver,Kitchen Appliances,2,587,499,"1,174",27382.82,1
121082,80610,0,2019,Q1,32,Silver,Kitchen Appliances,1,398,338,398,1898.01,1
649089,80611,28728,2019,Q1,32,Silver,Kitchen Appliances,1,241,205,241,2673.32,1
159448,80612,54665,2019,Q1,34,Gold,Kitchen Appliances,3,743,632,"2,229",7693.12,1
351061,80613,24581,2019,Q1,36,Elite,Kitchen Appliances,2,797,677,"1,594",11923.75,1
514871,80614,53904,2019,Q1,67,Elite,Kitchen Appliances,1,231,196,231,2611.97,1
252450,80615,25352,2019,Q1,48,Elite,Kitchen Appliances,1,526,447,526,6863.12,1
106127,80616,53133,2019,Q1,46,Elite,Kitchen Appliances,9,585,497,"5,265",6938.87,1
727527,80617,88375,2019,Q1,48,Elite,Kitchen Appliances,3,681,579,"2,043",6186.5,1
584615,80618,69841,2019,Q1,52,Silver,Kitchen Appliances,7,620,527,"4,340",15417.68,1
234895,80619,40154,2019,Q1,63,Gold,Kitchen Appliances,1,149,127,149,2698.05,1
104023,80620,0,2019,Q1,46,Gold,Kitchen Appliances,2,803,683,"1,606",9344.43,1
568798,80621,20993,2019,Q1,62,Gold,Kitchen Appliances,1,262,223,262,4772.94,1
881664,80622,39854,2019,Q1,32,Gold,Kitchen Appliances,7,705,599,"4,935",5217.51,1
485685,80623,0,2019,Q1,65,Silver,Kitchen Appliances,1,117,99,117,2953.8,1
428536,80624,56005,2019,Q1,69,Silver,Kitchen Appliances,3,266,226,798,5479.56,1
248793,80625,0,2019,Q1,64,Silver,Kitchen Appliances,9,279,237,"2,511",4767.69,1
433279,80626,0,2019,Q1,32,Elite,Kitchen Appliances,7,172,146,"1,204",5181.05,1
595033,80627,0,2019,Q1,40,Elite,Kitchen Appliances,1,285,242,285,2383.73,1
880779,80628,59367,2019,Q1,47,Gold,Kitchen Appliances,1,318,270,318,3358.53,1
893362,80629,0,2019,Q1,51,Gold,Kitchen Appliances,3,541,460,"1,623",4318.09,1
183920,80630,0,2019,Q1,51,Elite,Kitchen Appliances,2,64,54,128,17712.21,1
484359,80631,32983,2019,Q1,63,Gold,Kitchen Appliances,1,513,436,513,4483.84,1
908882,80632,50577,2019,Q1,43,Gold,Kitchen Appliances,1,153,130,153,2530.33,1
987153,80633,63891,2019,Q1,48,Gold,Kitchen Appliances,1,605,514,605,4742.11,1
831829,80634,67486,2019,Q1,55,Gold,Kitchen Appliances,1,895,761,895,4757.24,1
441423,80635,37697,2019,Q1,59,Silver,Kitchen Appliances,1,893,759,893,4413.29,1
619537,80636,69841,2019,Q1,43,Elite,Kitchen Appliances,7,888,755,"6,216",15417.68,1
365184,80637,48029,2019,Q1,50,Elite,Kitchen Appliances,7,562,478,"3,934",9101.52,1
643381,80638,0,2019,Q1,44,Elite,Kitchen Appliances,1,133,113,133,2989.91,1
415007,80639,99722,2019,Q1,57,Silver,Kitchen Appliances,2,318,270,636,7320.99,1
927199,80640,25632,2019,Q1,68,Silver,Kitchen Appliances,7,555,472,"3,885",4929.55,1
459163,80641,26790,2019,Q1,55,Gold,Kitchen Appliances,1,733,623,733,2810.46,1
290395,80642,42621,2019,Q1,59,Gold,Kitchen Appliances,3,440,374,"1,320",5288.17,1
700625,80643,0,2019,Q1,66,Gold,Kitchen Appliances,1,754,641,754,4017.06,1
129976,80644,38795,2019,Q1,44,Gold,Kitchen Appliances,3,445,378,"1,335",6519.29,1
614669,80645,61401,2019,Q1,64,Silver,Kitchen Appliances,3,728,619,"2,184",5510.11,1
441419,80646,37876,2019,Q1,30,Elite,Kitchen Appliances,1,442,376,442,2647.52,1
446658,80647,53792,2019,Q1,60,Gold,Kitchen Appliances,8,515,438,"4,120",9165.72,1
221775,80648,0,2019,Q1,66,Elite,Kitchen Appliances,2,80,68,160,11293.98,1
705915,80649,57240,2019,Q1,51,Gold,Kitchen Appliances,7,407,346,"2,849",6696.9,1
489244,80650,18241,2019,Q1,62,Silver,Kitchen Appliances,1,524,445,524,2555.54,1
410347,80651,23285,2019,Q1,54,Gold,Kitchen Appliances,7,303,258,"2,121",4942.63,1
706628,80652,0,2019,Q1,28,VIP,Kitchen Appliances,9,244,207,"2,196",4911.77,1
750178,80653,0,2019,Q1,53,Gold,Kitchen Appliances,2,117,99,234,6048.57,1
969935,80654,0,2019,Q1,55,Silver,Kitchen Appliances,1,534,454,534,2649.66,1
798750,80655,44818,2019,Q1,54,Gold,Kitchen Appliances,2,336,286,672,7956.15,1
475532,80656,0,2019,Q1,50,Elite,Kitchen Appliances,2,861,732,"1,722",11875.9,1
558585,80657,50825,2019,Q1,61,Gold,Kitchen Appliances,3,335,285,"1,005",8092.88,1
491010,80658,84240,2019,Q1,50,Elite,Kitchen Appliances,1,602,512,602,5330.59,1
803181,80659,70263,2019,Q1,68,Elite,Kitchen Appliances,5,784,666,"3,920",7462.93,1
365860,80660,0,2019,Q1,49,Silver,Kitchen Appliances,2,117,99,234,11537.51,1
539436,80661,0,2019,Q1,48,Gold,Kitchen Appliances,1,599,509,599,2141.98,1
711541,80662,98121,2019,Q1,32,Silver,Kitchen Appliances,1,719,611,719,2684.58,1
769623,80663,38713,2019,Q1,35,Elite,Kitchen Appliances,6,434,369,"2,604",4834.71,1
348713,80664,78804,2019,Q1,52,Elite,Kitchen Appliances,2,492,418,984,25763.41,1
770036,80665,95621,2019,Q1,34,Gold,Kitchen Appliances,2,127,108,254,20474.15,1
587669,80666,93818,2019,Q1,48,Elite,Kitchen Appliances,6,650,553,"3,900",5380.31,1
325066,80667,48567,2019,Q1,27,Silver,Kitchen Appliances,1,305,259,305,5015.01,1
471976,80668,0,2019,Q1,62,Gold,Kitchen Appliances,2,381,324,762,15814.75,1
935990,80669,25398,2019,Q1,52,Silver,Kitchen Appliances,6,285,242,"1,710",4815.01,1
457552,80670,20396,2019,Q1,62,Gold,Kitchen Appliances,4,504,428,"2,020",6047.03,1
738777,80671,21498,2019,Q1,65,Gold,Kitchen Appliances,9,77,65,693,4865.85,1
390982,80672,73168,2019,Q1,62,Gold,Kitchen Appliances,3,685,582,"2,055",5639.94,1
577195,80673,37910,2019,Q1,54,Gold,Kitchen Appliances,7,782,665,"5,474",8521.74,1
228919,80674,0,2019,Q1,46,Gold,Kitchen Appliances,7,86,73,602,6285.31,1
659395,80675,0,2019,Q1,58,Gold,Kitchen Appliances,2,836,711,"1,672",16350.13,1
713115,80676,22705,2019,Q1,41,Silver,Kitchen Appliances,7,391,332,"2,737",19160.99,1
762492,80677,66466,2019,Q1,56,Gold,Kitchen Appliances,2,352,299,704,8581.64,1
731074,80678,12613,2019,Q1,50,Silver,Kitchen Appliances,3,804,683,"2,412",5213.07,1
551242,80679,0,2019,Q1,41,Silver,Kitchen Appliances,2,721,613,"1,442",8332.73,1
889479,80680,43860,2019,Q1,53,Gold,Kitchen Appliances,1,632,537,632,2514.59,1
529334,80681,58345,2019,Q1,52,Elite,Kitchen Appliances,6,466,396,"2,796",7772.47,1
268094,80682,0,2019,Q1,62,VIP,Kitchen Appliances,8,95,81,760,4921.75,1
387301,80683,80536,2019,Q1,53,Gold,Kitchen Appliances,3,469,399,"1,407",9618.31,1
772226,80684,62120,2019,Q1,56,Silver,Kitchen Appliances,8,182,155,"1,456",5943.07,1
972631,80685,0,2019,Q1,46,Elite,Kitchen Appliances,9,116,99,"1,044",4774.75,1
792179,80686,31421,2019,Q1,40,VIP,Kitchen Appliances,2,822,699,"1,644",9594.78,1
902555,80687,58058,2019,Q1,33,Gold,Kitchen Appliances,2,699,594,"1,398",8012.37,1
972462,80688,0,2019,Q1,34,Gold,Kitchen Appliances,2,836,711,"1,672",13024.13,1
889687,80689,94178,2019,Q1,62,Gold,Kitchen Appliances,1,717,609,717,2871.15,1
356872,80690,70277,2019,Q1,45,Elite,Kitchen Appliances,1,257,218,257,3223.33,1
289892,80691,55350,2019,Q1,50,Elite,Kitchen Appliances,9,425,361,"3,825",5380.9,1
939304,80692,33282,2019,Q1,69,Elite,Kitchen Appliances,1,897,762,897,3944.23,1
271442,80693,0,2019,Q1,58,Silver,Kitchen Appliances,9,76,65,684,8048.37,1
881156,80694,55350,2019,Q1,63,Silver,Kitchen Appliances,9,708,602,"6,372",5380.9,1
947837,80695,0,2019,Q1,40,Gold,Kitchen Appliances,2,891,757,"1,782",6647.85,1
837327,80696,92681,2019,Q1,55,Gold,Kitchen Appliances,8,167,142,"1,336",7145.3,1
569972,80697,0,2019,Q1,70,Silver,Kitchen Appliances,2,539,458,"1,078",10506.77,1
665797,80698,33617,2019,Q1,43,Elite,Kitchen Appliances,2,359,305,718,13979.09,1
420000,80699,0,2019,Q1,37,Gold,Kitchen Appliances,3,553,470,"1,659",4217.86,1
209214,80700,33700,2019,Q1,58,Gold,Kitchen Appliances,3,74,63,222,4911.12,1
374585,80701,83389,2019,Q1,63,Silver,Kitchen Appliances,3,131,111,393,5224.33,1
146025,80702,0,2019,Q1,53,Gold,Kitchen Appliances,1,259,220,259,2396.22,1
974711,80703,0,2019,Q1,55,Gold,Kitchen Appliances,5,695,591,"3,475",5599.67,1
363788,80704,13610,2019,Q1,68,Silver,Kitchen Appliances,1,309,263,309,2827.44,1
713481,80705,0,2019,Q1,60,Elite,Kitchen Appliances,3,453,385,"1,359",5454.89,1
134099,80706,33415,2019,Q1,48,Elite,Kitchen Appliances,1,348,296,348,3095.8,1
928734,80707,24851,2019,Q1,39,Gold,Kitchen Appliances,2,719,611,"1,438",32069.88,1
549914,80708,69604,2019,Q1,64,Gold,Kitchen Appliances,1,221,188,221,2797.67,1
252278,80709,43682,2019,Q1,39,Elite,Kitchen Appliances,1,354,301,354,4267.08,1
200318,80710,0,2019,Q1,56,Silver,Kitchen Appliances,3,357,303,"1,071",17622.13,1
721395,80711,88567,2019,Q1,59,Silver,Kitchen Appliances,9,750,638,"6,750",5452.17,1
598982,80712,37929,2019,Q1,64,Elite,Kitchen Appliances,5,410,349,"2,050",4682.25,1
129428,80713,22699,2019,Q1,27,Elite,Kitchen Appliances,2,424,360,848,7956.15,1
122599,80714,0,2019,Q1,55,Elite,Kitchen Appliances,2,759,645,"1,518",18948.35,1
543000,80715,25486,2019,Q1,49,Gold,Kitchen Appliances,3,225,191,675,5004.31,1
556688,80716,98677,2019,Q1,52,Platinum,Kitchen Appliances,9,546,464,"4,914",8531.4,1
537405,80717,20538,2019,Q1,52,Silver,Kitchen Appliances,7,550,468,"3,850",7595.34,1
512904,80718,0,2019,Q1,60,Gold,Kitchen Appliances,3,175,149,525,8827.23,1
888552,80719,0,2019,Q1,60,Silver,Kitchen Appliances,3,91,77,273,6326.68,1
763621,80720,96162,2019,Q1,56,Gold,Kitchen Appliances,4,459,390,"1,836",7758.59,1
471736,80721,99428,2019,Q1,59,Silver,Kitchen Appliances,5,334,284,"1,670",5185.8,1
699083,80722,13908,2019,Q1,59,Gold,Kitchen Appliances,8,211,179,"1,688",8558.04,1
150590,80723,79487,2019,Q1,49,Gold,Kitchen Appliances,1,283,241,283,4626.8,1
697174,80724,58577,2019,Q1,32,Gold,Kitchen Appliances,1,392,333,392,4428.03,1
501404,80725,93004,2019,Q1,64,Gold,Kitchen Appliances,2,588,500,"1,176",7627.66,1
294849,80726,21986,2019,Q1,49,Gold,Kitchen Appliances,1,824,700,824,2395.57,1
330694,80727,99960,2019,Q1,39,Elite,Kitchen Appliances,4,127,108,508,6172.91,1
434536,80728,98859,2019,Q1,44,Gold,Kitchen Appliances,1,872,741,872,2805.18,1
570978,80729,82667,2019,Q1,46,Elite,Kitchen Appliances,2,556,473,"1,112",17684.65,1
503881,80730,0,2019,Q1,67,Gold,Kitchen Appliances,4,537,456,"2,148",9402.73,1
247704,80731,0,2019,Q1,69,Elite,Kitchen Appliances,2,297,252,594,9449.75,1
856348,80732,52797,2019,Q1,37,Elite,Kitchen Appliances,2,622,529,"1,244",12174.59,1
314723,80733,23843,2019,Q1,51,Gold,Kitchen Appliances,5,808,687,"4,040",6120.19,1
505887,80734,75313,2019,Q1,64,Elite,Kitchen Appliances,2,510,434,"1,020",10700.5,1
368073,80735,19447,2019,Q1,47,Elite,Kitchen Appliances,1,355,302,355,3336.22,1
796716,80736,52972,2019,Q1,56,Gold,Kitchen Appliances,1,568,483,568,2886.23,1
651935,80737,0,2019,Q1,56,Elite,Kitchen Appliances,1,296,252,296,3761.79,1
717762,80738,34990,2019,Q1,27,Silver,Kitchen Appliances,1,277,235,277,2574.02,1
989696,80739,34062,2019,Q1,53,Elite,Kitchen Appliances,3,359,305,"1,077",7295.33,1
390543,80740,90008,2019,Q1,40,Silver,Kitchen Appliances,2,824,700,"1,648",16304.3,1
933327,80741,48096,2019,Q1,56,Silver,Kitchen Appliances,2,862,733,"1,724",15739.92,1
365816,80742,26802,2019,Q1,52,VIP,Kitchen Appliances,5,219,186,"1,095",4636.55,1
541907,80743,83297,2019,Q1,39,Elite,Kitchen Appliances,1,696,592,696,4591.63,1
753174,80744,0,2019,Q1,57,Gold,Kitchen Appliances,1,263,224,263,2678.46,1
909844,80745,0,2019,Q1,40,Gold,Kitchen Appliances,5,310,264,"1,550",5121.56,1
198811,80746,64985,2019,Q1,61,Elite,Kitchen Appliances,2,512,435,"1,024",13023.93,1
938950,80747,0,2019,Q1,64,Gold,Kitchen Appliances,8,63,54,504,8510.53,1
695936,80748,20101,2019,Q1,52,Silver,Kitchen Appliances,1,139,118,139,3776.32,1
435249,80749,88220,2019,Q1,56,Gold,Kitchen Appliances,2,719,611,"1,438",27776.29,1
270831,80750,50549,2019,Q1,48,Gold,Kitchen Appliances,7,160,136,"1,120",4745.18,1
267600,80751,68568,2019,Q1,54,Gold,Kitchen Appliances,6,444,377,"2,664",18089.8,1
757387,80752,62873,2019,Q1,61,Gold,Kitchen Appliances,1,76,65,76,3230.58,1
721225,80753,58484,2019,Q1,69,Gold,Kitchen Appliances,1,685,582,685,3498.77,1
330489,80754,74656,2019,Q1,52,Gold,Kitchen Appliances,2,66,56,132,13211.01,1
884062,80755,83000,2019,Q1,66,Gold,Kitchen Appliances,6,119,101,714,7786.68,1
195248,80756,0,2019,Q1,50,Gold,Kitchen Appliances,1,696,592,696,2517.53,1
970277,80757,35396,2019,Q1,60,Elite,Kitchen Appliances,3,144,122,432,5500.58,1
379748,80758,86180,2019,Q1,33,Gold,Kitchen Appliances,2,701,596,"1,402",8090.88,1
519250,80759,66216,2019,Q1,37,Elite,Kitchen Appliances,2,810,689,"1,620",36860.73,1
750382,80760,42754,2019,Q1,65,Gold,Kitchen Appliances,2,811,689,"1,622",19079.1,1
663080,80761,63032,2019,Q1,56,Gold,Kitchen Appliances,1,137,116,137,2405.62,1
342273,80762,72540,2019,Q1,54,Gold,Kitchen Appliances,2,296,252,592,10656.88,1
815915,80763,53219,2019,Q1,38,Elite,Kitchen Appliances,1,602,512,602,4673.2,1
432749,80764,76875,2019,Q1,42,Platinum,Kitchen Appliances,9,452,384,"4,068",5890.53,1
791995,80765,0,2019,Q1,56,Gold,Kitchen Appliances,1,360,306,360,2593.9,1
581007,80766,56701,2019,Q1,56,Gold,Kitchen Appliances,1,289,246,289,2591.75,1
300161,80767,15413,2019,Q1,53,Gold,Kitchen Appliances,1,528,449,528,4013.85,1
136670,80768,27849,2019,Q1,51,Gold,Kitchen Appliances,3,584,496,"1,752",9269.68,1
781621,80769,69809,2019,Q1,43,Silver,Kitchen Appliances,1,874,743,874,2795.55,1
943109,80770,0,2019,Q1,53,Gold,Kitchen Appliances,1,436,371,436,2878.85,1
833812,80771,73769,2019,Q1,53,Gold,Kitchen Appliances,6,843,717,"5,058",4822.44,1
975342,80772,49078,2019,Q1,59,Silver,Kitchen Appliances,2,191,162,382,22332.44,1
542601,80773,0,2019,Q1,65,Gold,Kitchen Appliances,1,685,582,685,2435.25,1
184162,80774,18866,2019,Q1,67,Gold,Kitchen Appliances,1,642,546,642,4873.44,1
132946,80775,0,2019,Q1,55,Silver,Kitchen Appliances,3,89,76,267,4260.71,1
850494,80776,16181,2019,Q1,32,Silver,Kitchen Appliances,8,782,665,"6,256",13736.13,1
761369,80777,60752,2019,Q1,26,Gold,Kitchen Appliances,7,542,461,"3,794",5356.14,1
361237,80778,35091,2019,Q1,50,Elite,Kitchen Appliances,9,197,167,"1,773",5768.09,1
531619,80779,56761,2019,Q1,53,Gold,Kitchen Appliances,1,140,119,140,2891.73,1
218172,80780,70524,2019,Q1,62,VIP,Kitchen Appliances,4,890,757,"3,560",5794.57,1
512296,80781,96170,2019,Q1,52,Gold,Kitchen Appliances,1,109,93,109,3694.14,1
688020,80782,0,2019,Q1,48,Gold,Kitchen Appliances,1,365,310,365,1918.12,1
993648,80783,25575,2019,Q1,66,Silver,Kitchen Appliances,2,83,71,166,14191.6,1
274091,80784,41228,2019,Q1,58,Elite,Kitchen Appliances,7,316,269,"2,212",5386.51,1
330097,80785,74115,2019,Q1,45,Gold,Kitchen Appliances,2,302,257,604,9976.25,1
930353,80786,18558,2019,Q1,40,Gold,Kitchen Appliances,1,432,367,432,3088,1
578761,80787,55674,2019,Q1,34,Gold,Kitchen Appliances,3,716,609,"2,148",5333.04,1
706182,80788,74770,2019,Q1,49,Elite,Kitchen Appliances,1,122,104,122,3350.24,1
271206,80789,66457,2019,Q1,52,VIP,Kitchen Appliances,1,738,627,738,3774.86,1
393565,80790,33243,2019,Q1,42,Silver,Kitchen Appliances,1,181,154,181,3344.81,1
880422,80791,61650,2019,Q1,64,Gold,Kitchen Appliances,2,874,743,"1,748",10506.94,1
181859,80792,37384,2019,Q1,35,Elite,Kitchen Appliances,1,668,568,668,4014.45,1
185919,80793,0,2019,Q1,54,Gold,Kitchen Appliances,1,448,381,448,2226.59,1
765209,80794,0,2019,Q1,61,Gold,Kitchen Appliances,1,140,119,140,2460.67,1
594048,80795,65351,2019,Q1,68,Gold,Kitchen Appliances,1,87,74,87,2799.75,1
354869,80796,73137,2019,Q1,41,VIP,Kitchen Appliances,1,618,525,618,2990.33,1
188860,80797,48269,2019,Q1,29,Gold,Kitchen Appliances,1,119,101,119,2683.47,1
745080,80798,0,2019,Q1,53,Gold,Kitchen Appliances,3,702,597,"2,106",5007.22,1
823212,80799,23006,2019,Q1,43,Gold,Kitchen Appliances,1,358,304,358,4448.64,1
487070,80800,53105,2019,Q1,61,Gold,Kitchen Appliances,2,724,615,"1,448",25900.2,1
508795,80801,19592,2019,Q1,66,Silver,Kitchen Appliances,2,810,689,"1,620",9927.05,1
683147,80802,84895,2019,Q1,64,Elite,Kitchen Appliances,1,768,653,768,2683.49,1
660047,80803,0,2019,Q1,44,Silver,Kitchen Appliances,9,307,261,"2,763",7423.93,1
604936,80804,47950,2019,Q1,60,Elite,Kitchen Appliances,8,706,600,"5,648",13334.27,1
610747,80805,92157,2019,Q1,40,Silver,Kitchen Appliances,1,450,383,450,2734.51,1
107639,80806,52785,2019,Q1,69,Silver,Kitchen Appliances,1,817,694,817,2452.74,1
584845,80807,37811,2019,Q1,26,Silver,Kitchen Appliances,1,264,224,264,2530.81,1
940904,80808,31532,2019,Q1,52,VIP,Kitchen Appliances,1,788,670,788,3038.11,1
827749,80809,79619,2019,Q1,47,Gold,Kitchen Appliances,6,654,556,"3,924",5544.91,1
809428,80810,62810,2019,Q1,52,Silver,Kitchen Appliances,1,268,228,268,7408.17,1
432733,80811,66776,2019,Q1,46,Elite,Kitchen Appliances,2,391,332,782,16796.34,1
147864,80812,81119,2019,Q1,63,Gold,Kitchen Appliances,3,68,58,204,15785.3,1
437840,80813,44552,2019,Q1,46,Elite,Kitchen Appliances,3,497,422,"1,491",10990.59,1
871046,80814,56455,2019,Q1,62,Silver,Kitchen Appliances,8,134,114,"1,072",5737.23,1
493621,80815,14119,2019,Q1,50,Platinum,TV and Video Gaming,2,964,819,"1,928",22712.02,1
686477,80816,0,2019,Q1,58,VIP,TV and Video Gaming,7,632,537,"4,424",4348.14,1
715184,80817,0,2019,Q1,48,Gold,TV and Video Gaming,3,200,170,600,8818.05,1
237606,80818,79452,2019,Q1,33,Platinum,TV and Video Gaming,1,128,109,128,2551.31,1
288866,80819,70725,2019,Q1,62,Platinum,TV and Video Gaming,2,517,439,"1,034",13891.68,1
901819,80820,66140,2019,Q1,63,VIP,TV and Video Gaming,3,389,331,"1,167",8162.62,1
330845,80821,0,2019,Q1,65,VIP,TV and Video Gaming,3,"1,124",955,"3,372",8396.33,1
112447,80822,17453,2019,Q1,62,VIP,TV and Video Gaming,9,526,447,"4,734",8693.63,1
771312,80823,64859,2019,Q1,48,VIP,TV and Video Gaming,8,539,458,"4,312",7739.55,1
189479,80824,97065,2019,Q1,31,VIP,TV and Video Gaming,1,442,376,442,4623.62,1
414727,80825,96306,2019,Q1,59,Platinum,TV and Video Gaming,6,706,600,"4,236",7519.13,1
649186,80826,12261,2019,Q1,49,VIP,TV and Video Gaming,1,808,687,808,4643.41,1
699467,80827,54422,2019,Q1,58,VIP,TV and Video Gaming,5,678,576,"3,390",5465.6,1
244676,80828,45971,2019,Q1,40,Elite,TV and Video Gaming,1,671,570,671,5512.34,1
573796,80829,95782,2019,Q1,60,Gold,TV and Video Gaming,1,950,808,950,2743.55,1
219924,80830,24152,2019,Q1,59,VIP,TV and Video Gaming,1,968,823,968,2661.73,1
297334,80831,67197,2019,Q1,51,VIP,TV and Video Gaming,2,249,212,498,8481.31,1
828291,80832,52980,2019,Q1,34,VIP,TV and Video Gaming,1,540,459,540,2549.08,1
542748,80833,0,2019,Q1,27,Silver,TV and Video Gaming,2,714,607,"1,428",7188.61,1
327364,80834,0,2019,Q1,55,Platinum,TV and Video Gaming,8,580,493,"4,640",8473.46,1
779780,80835,53437,2019,Q1,51,VIP,TV and Video Gaming,2,241,205,482,10777.57,1
338422,80836,0,2019,Q1,38,Platinum,TV and Video Gaming,2,618,525,"1,236",6829.41,1
824906,80837,61776,2019,Q1,58,Platinum,TV and Video Gaming,6,973,827,"5,838",5743.4,1
743510,80838,0,2019,Q1,61,VIP,TV and Video Gaming,7,907,771,"6,349",4196.65,1
258733,80839,96331,2019,Q1,55,VIP,TV and Video Gaming,9,697,592,"6,273",9159.01,1
360778,80840,0,2019,Q1,60,Platinum,TV and Video Gaming,2,521,443,"1,042",9202.64,1
790813,80841,53807,2019,Q1,68,Elite,TV and Video Gaming,1,232,197,232,2708.02,1
646310,80842,21033,2019,Q1,43,Platinum,TV and Video Gaming,8,370,315,"2,960",9320.28,1
750729,80843,61401,2019,Q1,57,Platinum,TV and Video Gaming,3,"1,094",930,"3,282",5510.11,1
511862,80844,0,2019,Q1,40,Platinum,TV and Video Gaming,7,664,564,"4,648",3538.06,1
758432,80845,34200,2019,Q1,39,Platinum,TV and Video Gaming,1,880,748,880,2750.54,1
624816,80846,70837,2019,Q1,47,VIP,TV and Video Gaming,3,592,503,"1,776",5635.4,1
506859,80847,94263,2019,Q1,68,Platinum,TV and Video Gaming,3,108,92,324,7842.87,1
338368,80848,87864,2019,Q1,58,Platinum,TV and Video Gaming,8,479,407,"3,832",7666.52,1
419237,80849,91761,2019,Q1,32,Bronze,TV and Video Gaming,1,741,630,741,4339.87,1
